ComplexName,SubunitName,RegulatedGene,RegulationType,NumOfSubunits
ERG-JUN-FOS DNA-protein complex,FOS,ACTA1,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,ACTA1,Unknown,3
ETS2-FOS-JUN complex,FOS,ACTA1,Unknown,3
ETS2-FOS-JUN complex,JUN,ACTA1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,ACTA1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,ACTA1,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,BATF3,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,BATF3,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,BATF3,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,BATF3,Unknown,3
ETS2-FOS-JUN complex,FOS,BATF3,Unknown,3
ETS2-FOS-JUN complex,JUN,BATF3,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,BATF3,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,BATF3,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,BCL2L1,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,BCL2L1,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,BCL2L1,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,BCL2L1,Unknown,3
ETS2-FOS-JUN complex,FOS,BCL2L1,Unknown,3
ETS2-FOS-JUN complex,JUN,BCL2L1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,BCL2L1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,BCL2L1,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,CCK,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,CCK,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,CCK,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,CCK,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,CCK,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,CCK,Activation,3
ETS2-FOS-JUN complex,FOS,CCK,Activation,3
ETS2-FOS-JUN complex,FOS,CCK,Unknown,3
ETS2-FOS-JUN complex,JUN,CCK,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,CCK,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,CCK,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,CCK,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,CCND1,Repression,3
NFAT-JUN-FOS DNA-protein complex,JUN,CCND1,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,CCND1,Repression,3
NFAT-JUN-FOS DNA-protein complex,JUN,CCND1,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,CCND1,Repression,3
ERG-JUN-FOS DNA-protein complex,JUN,CCND1,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,CCND1,Repression,3
ERG-JUN-FOS DNA-protein complex,JUN,CCND1,Unknown,3
ETS2-FOS-JUN complex,FOS,CCND1,Repression,3
ETS2-FOS-JUN complex,JUN,CCND1,Activation,3
ETS2-FOS-JUN complex,JUN,CCND1,Repression,3
ETS2-FOS-JUN complex,JUN,CCND1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,CCND1,Repression,3
c-Fos-c-Jun-SAF-1 complex,JUN,CCND1,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,CCND1,Repression,3
c-Fos-c-Jun-SAF-1 complex,JUN,CCND1,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,CREM,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,CREM,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,CREM,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,CREM,Activation,3
ETS2-FOS-JUN complex,FOS,CREM,Activation,3
ETS2-FOS-JUN complex,JUN,CREM,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,CREM,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,CREM,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,CSTA,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,CSTA,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,CSTA,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,CSTA,Unknown,3
ETS2-FOS-JUN complex,FOS,CSTA,Unknown,3
ETS2-FOS-JUN complex,JUN,CSTA,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,CSTA,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,CSTA,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,CXCL8,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,CXCL8,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,CXCL8,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,CXCL8,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,CXCL8,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,CXCL8,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,CYP1A2,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,CYP1A2,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,CYP1A2,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,CYP1A2,Unknown,3
ETS2-FOS-JUN complex,FOS,CYP1A2,Unknown,3
ETS2-FOS-JUN complex,JUN,CYP1A2,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,CYP1A2,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,CYP1A2,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,DDIT3,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,DDIT3,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,DDIT3,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,DDIT3,Activation,3
ETS2-FOS-JUN complex,FOS,DDIT3,Activation,3
ETS2-FOS-JUN complex,JUN,DDIT3,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,DDIT3,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,DDIT3,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,EZR,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,EZR,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,EZR,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,EZR,Activation,3
ETS2-FOS-JUN complex,FOS,EZR,Activation,3
ETS2-FOS-JUN complex,JUN,EZR,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,EZR,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,EZR,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,FAS,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,FAS,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,FAS,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,FAS,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,FAS,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,FAS,Unknown,3
ETS2-FOS-JUN complex,FOS,FAS,Activation,3
ETS2-FOS-JUN complex,JUN,FAS,Activation,3
ETS2-FOS-JUN complex,JUN,FAS,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,FAS,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,FAS,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,FAS,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,VEGFD,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,VEGFD,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,VEGFD,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,VEGFD,Unknown,3
ETS2-FOS-JUN complex,FOS,VEGFD,Unknown,3
ETS2-FOS-JUN complex,JUN,VEGFD,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,VEGFD,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,VEGFD,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,GSTP1,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,GSTP1,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,GSTP1,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,GSTP1,Unknown,3
ETS2-FOS-JUN complex,FOS,GSTP1,Unknown,3
ETS2-FOS-JUN complex,JUN,GSTP1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,GSTP1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,GSTP1,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,IL1A,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,IL1A,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,IL1A,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,IL1A,Unknown,3
ETS2-FOS-JUN complex,FOS,IL1A,Unknown,3
ETS2-FOS-JUN complex,JUN,IL1A,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,IL1A,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,IL1A,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,MELTF,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,MELTF,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,MELTF,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,MELTF,Unknown,3
ETS2-FOS-JUN complex,FOS,MELTF,Unknown,3
ETS2-FOS-JUN complex,JUN,MELTF,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,MELTF,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,MELTF,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,MMP1,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,MMP1,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,MMP1,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,MMP1,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,MMP1,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,MMP1,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,MMP1,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,MMP1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,MMP1,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,MMP1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,MMP1,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,MMP1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,MAZ,MMP1,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,MMP3,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,MMP3,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,MMP3,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,MMP3,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,MMP3,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,MMP3,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,MMP3,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,MMP3,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,MMP3,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,MMP7,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,MMP7,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,MMP7,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,MMP7,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,MMP7,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,MMP7,Unknown,3
ETS2-FOS-JUN complex,FOS,MMP7,Unknown,3
ETS2-FOS-JUN complex,JUN,MMP7,Activation,3
ETS2-FOS-JUN complex,JUN,MMP7,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,MMP7,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,MMP7,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,MMP7,Unknown,3
SMAD3-SMAD4-cJun-cFos complex,FOS,MMP9,Activation,4
SMAD3-SMAD4-cJun-cFos complex,FOS,MMP9,Repression,4
SMAD3-SMAD4-cJun-cFos complex,FOS,MMP9,Unknown,4
SMAD3-SMAD4-cJun-cFos complex,JUN,MMP9,Activation,4
SMAD3-SMAD4-cJun-cFos complex,JUN,MMP9,Repression,4
SMAD3-SMAD4-cJun-cFos complex,JUN,MMP9,Unknown,4
SMAD3-SMAD4-cJun-cFos complex,SMAD3,MMP9,Repression,4
NFAT-JUN-FOS DNA-protein complex,FOS,MMP9,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,MMP9,Repression,3
NFAT-JUN-FOS DNA-protein complex,FOS,MMP9,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,MMP9,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,MMP9,Repression,3
NFAT-JUN-FOS DNA-protein complex,JUN,MMP9,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,MMP9,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,MMP9,Repression,3
ERG-JUN-FOS DNA-protein complex,FOS,MMP9,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,MMP9,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,MMP9,Repression,3
ERG-JUN-FOS DNA-protein complex,JUN,MMP9,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,MMP9,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,MMP9,Repression,3
c-Fos-c-Jun-SAF-1 complex,FOS,MMP9,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,MMP9,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,MMP9,Repression,3
c-Fos-c-Jun-SAF-1 complex,JUN,MMP9,Unknown,3
c-Fos-c-Jun-SAF-1 complex,MAZ,MMP9,Unknown,3
SMAD3-SMAD4-cJun-cFos complex,FOS,MYC,Repression,4
SMAD3-SMAD4-cJun-cFos complex,JUN,MYC,Repression,4
SMAD3-SMAD4-cJun-cFos complex,SMAD3,MYC,Unknown,4
NFAT-JUN-FOS DNA-protein complex,FOS,MYC,Repression,3
NFAT-JUN-FOS DNA-protein complex,JUN,MYC,Repression,3
ERG-JUN-FOS DNA-protein complex,FOS,MYC,Repression,3
ERG-JUN-FOS DNA-protein complex,JUN,MYC,Repression,3
c-Fos-c-Jun-SAF-1 complex,FOS,MYC,Repression,3
c-Fos-c-Jun-SAF-1 complex,JUN,MYC,Repression,3
NFAT-JUN-FOS DNA-protein complex,FOS,NEFL,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,NEFL,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,NEFL,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,NEFL,Activation,3
ETS2-FOS-JUN complex,FOS,NEFL,Activation,3
ETS2-FOS-JUN complex,JUN,NEFL,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,NEFL,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,NEFL,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,NGF,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,NGF,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,NGF,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,NGF,Unknown,3
ETS2-FOS-JUN complex,FOS,NGF,Unknown,3
ETS2-FOS-JUN complex,JUN,NGF,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,NGF,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,NGF,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,NOS2,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,NOS2,Repression,3
NFAT-JUN-FOS DNA-protein complex,JUN,NOS2,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,NOS2,Repression,3
NFAT-JUN-FOS DNA-protein complex,JUN,NOS2,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,NOS2,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,NOS2,Repression,3
ERG-JUN-FOS DNA-protein complex,JUN,NOS2,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,NOS2,Repression,3
ERG-JUN-FOS DNA-protein complex,JUN,NOS2,Unknown,3
ETS2-FOS-JUN complex,FOS,NOS2,Activation,3
ETS2-FOS-JUN complex,FOS,NOS2,Repression,3
ETS2-FOS-JUN complex,JUN,NOS2,Activation,3
ETS2-FOS-JUN complex,JUN,NOS2,Repression,3
ETS2-FOS-JUN complex,JUN,NOS2,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,NOS2,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,NOS2,Repression,3
c-Fos-c-Jun-SAF-1 complex,JUN,NOS2,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,NOS2,Repression,3
c-Fos-c-Jun-SAF-1 complex,JUN,NOS2,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,NPY,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,NPY,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,NPY,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,NPY,Unknown,3
ETS2-FOS-JUN complex,FOS,NPY,Unknown,3
ETS2-FOS-JUN complex,JUN,NPY,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,NPY,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,NPY,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,NQO1,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,NQO1,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,NQO1,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,NQO1,Unknown,3
ETS2-FOS-JUN complex,FOS,NQO1,Unknown,3
ETS2-FOS-JUN complex,JUN,NQO1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,NQO1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,NQO1,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,NTS,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,NTS,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,NTS,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,NTS,Unknown,3
ETS2-FOS-JUN complex,FOS,NTS,Unknown,3
ETS2-FOS-JUN complex,JUN,NTS,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,NTS,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,NTS,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,OXTR,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,OXTR,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,OXTR,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,OXTR,Unknown,3
ETS2-FOS-JUN complex,FOS,OXTR,Unknown,3
ETS2-FOS-JUN complex,JUN,OXTR,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,OXTR,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,OXTR,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,PCK2,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,PCK2,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,PCK2,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,PCK2,Unknown,3
ETS2-FOS-JUN complex,FOS,PCK2,Unknown,3
ETS2-FOS-JUN complex,JUN,PCK2,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,PCK2,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,PCK2,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,PDHA1,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,PDHA1,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,PDHA1,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,PDHA1,Unknown,3
ETS2-FOS-JUN complex,FOS,PDHA1,Unknown,3
ETS2-FOS-JUN complex,JUN,PDHA1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,PDHA1,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,PDHA1,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,PGR,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,PGR,Repression,3
ERG-JUN-FOS DNA-protein complex,FOS,PGR,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,PGR,Repression,3
ETS2-FOS-JUN complex,FOS,PGR,Unknown,3
ETS2-FOS-JUN complex,JUN,PGR,Repression,3
c-Fos-c-Jun-SAF-1 complex,FOS,PGR,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,PGR,Repression,3
NFAT-JUN-FOS DNA-protein complex,FOS,PLAU,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,PLAU,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,PLAU,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,PLAU,Unknown,3
ETS2-FOS-JUN complex,FOS,PLAU,Unknown,3
ETS2-FOS-JUN complex,JUN,PLAU,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,PLAU,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,PLAU,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,PLAUR,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,PLAUR,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,PLAUR,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,PLAUR,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,PLAUR,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,PLAUR,Unknown,3
ETS2-FOS-JUN complex,FOS,PLAUR,Unknown,3
ETS2-FOS-JUN complex,JUN,PLAUR,Activation,3
ETS2-FOS-JUN complex,JUN,PLAUR,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,PLAUR,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,PLAUR,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,PLAUR,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,PTGS2,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,PTGS2,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,PTGS2,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,PTGS2,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,PTGS2,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,PTGS2,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,PTGS2,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,PTGS2,Unknown,3
ETS2-FOS-JUN complex,FOS,PTGS2,Activation,3
ETS2-FOS-JUN complex,FOS,PTGS2,Unknown,3
ETS2-FOS-JUN complex,JUN,PTGS2,Activation,3
ETS2-FOS-JUN complex,JUN,PTGS2,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,PTGS2,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,PTGS2,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,PTGS2,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,PTGS2,Unknown,3
SMAD3-SMAD4-cJun-cFos complex,FOS,SMAD7,Activation,4
SMAD3-SMAD4-cJun-cFos complex,JUN,SMAD7,Activation,4
SMAD3-SMAD4-cJun-cFos complex,SMAD3,SMAD7,Repression,4
SMAD3-SMAD4-cJun-cFos complex,SMAD3,SMAD7,Unknown,4
NFAT-JUN-FOS DNA-protein complex,FOS,SMAD7,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,SMAD7,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,SMAD7,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,SMAD7,Activation,3
ETS2-FOS-JUN complex,FOS,SMAD7,Activation,3
ETS2-FOS-JUN complex,JUN,SMAD7,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,SMAD7,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,SMAD7,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,SOX7,Activation,3
NFAT-JUN-FOS DNA-protein complex,JUN,SOX7,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,SOX7,Activation,3
ERG-JUN-FOS DNA-protein complex,JUN,SOX7,Activation,3
ETS2-FOS-JUN complex,FOS,SOX7,Activation,3
ETS2-FOS-JUN complex,JUN,SOX7,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,SOX7,Activation,3
c-Fos-c-Jun-SAF-1 complex,JUN,SOX7,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,SPI1,Repression,3
NFAT-JUN-FOS DNA-protein complex,JUN,SPI1,Activation,3
ERG-JUN-FOS DNA-protein complex,FOS,SPI1,Repression,3
ERG-JUN-FOS DNA-protein complex,JUN,SPI1,Activation,3
ETS2-FOS-JUN complex,FOS,SPI1,Repression,3
ETS2-FOS-JUN complex,JUN,SPI1,Activation,3
c-Fos-c-Jun-SAF-1 complex,FOS,SPI1,Repression,3
c-Fos-c-Jun-SAF-1 complex,JUN,SPI1,Activation,3
NFAT-JUN-FOS DNA-protein complex,FOS,SPRR3,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,SPRR3,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,SPRR3,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,SPRR3,Unknown,3
ETS2-FOS-JUN complex,FOS,SPRR3,Unknown,3
ETS2-FOS-JUN complex,JUN,SPRR3,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,SPRR3,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,SPRR3,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,STAR,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,STAR,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,STAR,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,STAR,Unknown,3
ETS2-FOS-JUN complex,FOS,STAR,Unknown,3
ETS2-FOS-JUN complex,JUN,STAR,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,STAR,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,STAR,Unknown,3
NFAT-JUN-FOS DNA-protein complex,FOS,TP53,Unknown,3
NFAT-JUN-FOS DNA-protein complex,JUN,TP53,Repression,3
NFAT-JUN-FOS DNA-protein complex,JUN,TP53,Unknown,3
ERG-JUN-FOS DNA-protein complex,FOS,TP53,Unknown,3
ERG-JUN-FOS DNA-protein complex,JUN,TP53,Repression,3
ERG-JUN-FOS DNA-protein complex,JUN,TP53,Unknown,3
c-Fos-c-Jun-SAF-1 complex,FOS,TP53,Unknown,3
c-Fos-c-Jun-SAF-1 complex,JUN,TP53,Repression,3
c-Fos-c-Jun-SAF-1 complex,JUN,TP53,Unknown,3
"FOXO3-TP53 complex, oxidative stress stimulated",FOXO3,BBC3,Unknown,2
"FOXO3-TP53 complex, oxidative stress stimulated",TP53,BBC3,Activation,2
"FOXO3-TP53 complex, oxidative stress stimulated",TP53,BBC3,Unknown,2
"FOXO3-TP53 complex, oxidative stress stimulated",FOXO3,BIRC5,Unknown,2
"FOXO3-TP53 complex, oxidative stress stimulated",TP53,BIRC5,Repression,2
